MSISDN_ENCR_INT,FEATURE,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7,DAY8,DAY9,DAY10,DAY11,DAY12,DAY13,DAY14,DAY15,DAY16,DAY17,DAY18,DAY19,DAY20,DAY21,DAY22,DAY23,DAY24,DAY25,DAY26,DAY27,DAY28,DAY29,DAY30
13153824,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13153824,REMAINING_DATA_BAL_MB,3287,3275,3275,3267,3265,3265,3261,4734,4734,4724,3520,3504,3504,3498,3494,3494,3494,3493,3487,3487,3477,0,0,0,0,0,0,0,0,0
13153824,TOTAL_REVENUE_WT,0,0,11.4887,14.4505,36.458,361.5009,0,0,1.8463,0,0,0,0,0,198,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0
13153824,TOTAL_VOICE_USAGE,6.68333,3.31667,7.03333,4.06667,14.55,1.26667,0,0,0.86667,0,0,0,0,0,1.83333,9.55,10.15,10.53333,3.53333,2.65,2.71667,11.41667,5.56667,3.6,0.13333,0.91667,6.51667,4.21667,0.83333,0.16667
13153824,WALLET_BALANCE,97.1685,91.4877,91.4877,85.8069,71.4778,57.0273,14.8885,10.3881,4.7073,4.7073,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0211,0.0211,0.0211,0.0211,0.0211,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
3435238245,MBB_TOTAL_USAGE,1581.50492,1577.45265,1898.38805,1783.66277,1576.02422,1815.72626,1089.08217,1316.08441,869.96551,235.79163,698.99629,896.12263,1144.02666,189.31334,1891.86921,522.04769,860.31194,,2430.73138,2684.84421,2813.61681,2277.76943,2247.05125,2573.13475,4403.57741,4125.96491,2824.51213,2082.81094,2383.24154,1522.839
3435238245,PAYG_MB_RATIO,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
3435238245,REMAINING_DATA_BAL_MB,8441,7899,7899,7477,7333,7157,6744,6043,6043,5915,5294,5195,5195,5050,4948,4511,4511,,3845,0,3207,1825,1825,1176,708,3104,2467,1673,2680,2268
3435238245,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,285,0,0,285,0,0,0,0
3435238245,TOTAL_VOICE_USAGE,21.75,12.9,6.75,6.66667,4.35,3.15,1.7,6.01667,5.66667,10.85,6.13333,3.78333,6.65,1.06667,0,5.11667,5.88333,,0,5.35,0.48333,2.63333,0.73333,13.41667,0.26667,6.48333,10.28333,11.3,5.68333,9.71667
3435238245,WALLET_BALANCE,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,,0.0014,0.0032,0.0032,0.0032,0.0032,0.0032,0.0069,0.0069,0.0069,0.0106,0.0106,0.0106
3739097360,MBB_TOTAL_USAGE,1656.37451,957.82893,1233.30921,102.32333,2716.7695,345.264,419.76451,1444.76894,1465.94749,1598.72805,1338.1466,188.77581,127.62815,307.34663,859.55897,0.52009,572.0674,1614.04578,801.05947,688.25617,72.59312,43.70408,189.02266,1436.95557,,631.98232,1665.86584,1078.7992,1765.41679,1273.81962
3739097360,PAYG_MB_RATIO,-1,-1,-1,-1,-0.733079651,-0.699722749,-0.722529763,-0.73927414,-0.698226708,-0.722971857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-1,-1,-1,-1
3739097360,REMAINING_DATA_BAL_MB,0,0,0,297,296,3067,2247,2239,2239,2237,1564,1036,1036,966,961,846,846,842,842,837,1,1,1,1,,1,1,0,0,0
3739097360,TOTAL_REVENUE_WT,59,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0036,0,0,0,0
3739097360,TOTAL_VOICE_USAGE,0.5,2.03333,1.75,0.83333,11.71667,2.8,0.55,16.28333,0.41667,8.98333,0,1.98333,0.51667,7.68333,3.18333,0.23333,5.36667,5.15,1.41667,20.08333,2.13333,6.73333,1.93333,6.63333,,26.91667,30.65,1.46667,3.66667,9.08333
3739097360,WALLET_BALANCE,0,0,0.0019,0.0019,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,,0.0063,0.0068,0.0032,0.0032,0.0032
1420203726,MBB_TOTAL_USAGE,313.55648,472.10047,418.37337,430.0659,136.94001,205.75063,212.03815,258.35064,168.09798,385.85845,212.87197,321.61169,245.62989,567.9026,301.48387,183.14782,856.43254,212.49075,148.55861,173.37419,406.72512,1018.17377,478.91461,999.52369,613.4026,,75.09084,549.9775,562.08907,182.71711
1420203726,PAYG_MB_RATIO,-1,-1,-0.930799998,-0.311361225,0.802842102,7.708022335,121.5414525,118.5878582,138.481157,177.7600005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1420203726,REMAINING_DATA_BAL_MB,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,5091,4903,4903,4819,4794,4740,4740,4727,4701,4669,4655,4614,4614,4598,4261,,4017,4006,5120,5120
1420203726,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8445,,0,0,0,0
1420203726,TOTAL_VOICE_USAGE,11.66667,18.73333,4.06667,2.35,2.63333,1.71667,0.98333,2.66667,0.91667,6.56667,3.26667,2.43333,2.75,0.71667,0.6,2.9,0,1.53333,1.15,2.21667,2.2,2.83333,10.01667,2.35,4.51667,,2.93333,8.43333,0.46667,3.65
1420203726,WALLET_BALANCE,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,41.3491,,39.5046,39.5063,39.5063,39.5063
338788595,MBB_TOTAL_USAGE,1601.3463,1053.23082,1518.36943,2329.52431,2106.02419,856.9916,354.40793,1326.04254,1187.94232,1185.52638,1652.72787,3068.02408,879.88377,781.32855,978.98846,550.86223,1179.74399,922.19293,1530.93058,1270.91651,1384.2057,1450.83282,259.66323,839.30593,2310.73273,1022.18096,951.42333,1246.30422,1173.94567,957.1395
338788595,PAYG_MB_RATIO,-1,-1,-1,-1,-0.744031491,-0.576393267,-0.638109501,-0.716188587,-0.776535657,-0.790611691,-0.785983121,5.03008297,5.825580884,5.932753835,6.210305323,2.421972088,1.577568798,1.611935093,1.500728865,0.953622398,0.618659535,0.755674505,1.039413089,2.847378177,1.847393033,-0.084696222,-0.857130299,-0.886307503,-0.883439352,-0.878292324
338788595,REMAINING_DATA_BAL_MB,906,361,361,0,0,605,586,553,553,549,1262,1587,1587,617,650,375,375,371,79,73,70,2,2,539,456,411,120,958,643,576
338788595,TOTAL_REVENUE_WT,0,0,119,547,0,0,0,0.0072,119,317,0,119,0,0,0.0072,0.0005,0,0,119,0,119,0,0,0.0036,119.0004,0,239.7281,198.4146,0,0
338788595,TOTAL_VOICE_USAGE,0,3.85,10.08333,4.71667,1.3,7.46667,0.6,0.18333,0.9,0.71667,0,0,0,0,0.43333,1.71667,0,9.88333,6.78333,5.4,67.96667,40.15,8.83333,8.46667,46.03333,9.9,17.8,30.33333,15.08333,35
338788595,WALLET_BALANCE,0.002,0.002,0.002,0.002,0.004,0.0084,0.0084,0.0084,0.0084,0.0012,0.0032,0.0057,0.0057,0.0077,0.0077,0.0077,0.0005,0,0,0,0.002,0.002,0.004,0.004,0.004,0.0004,0.002,0.002,3.8664,0.0438
998130016,MBB_TOTAL_USAGE,96.87724,186.28858,390.25444,43.50798,414.10733,68.02122,103.30637,134.32958,98.61523,337.6048,31.14163,19.84636,180.13731,88.66176,234.09436,199.4134,134.55655,249.56727,537.28781,350.73846,204.19582,161.95787,216.28376,254.7722,180.35193,245.47542,366.86149,188.00172,797.67968,268.81238
998130016,PAYG_MB_RATIO,0,0,0,-0.046360928,0.024074463,0.131296697,0.082743196,0.010785764,-0.034683239,-0.016057958,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
998130016,REMAINING_DATA_BAL_MB,136,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,467,438,410,377,349,333,300,246
998130016,TOTAL_REVENUE_WT,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0
998130016,TOTAL_VOICE_USAGE,3.41667,15.01667,18.55,4.03333,24.28333,13.75,14.71667,15.38333,10.56667,16.65,14.06667,13.21667,8.31667,0,1.3,21.08333,40.66667,17.66667,26.95,21.75,8.8,41.36667,2.91667,1.95,2.33333,25.8,5.76667,21.63333,46.16667,15.81667
998130016,WALLET_BALANCE,0.0067,0.0067,0.0067,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
3725183412,MBB_TOTAL_USAGE,2595.67309,413.07555,691.75594,1196.62263,277.25927,399.28207,661.86027,873.2797,1987.02562,592.73572,,,,,,,0.04135,,,,,,,,,,,,,
3725183412,PAYG_MB_RATIO,5.728688797,5.055024995,4.992736543,5.09046223,5.43371291,5.129747244,3.538434816,3.924905442,1.204460794,-0.816030485,-0.819846137,-0.825166681,-0.824320605,-0.833696784,1.542415098,1.632661612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725183412,REMAINING_DATA_BAL_MB,12895,12592,12592,12541,12514,13091,12675,12672,12672,12831,269,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725183412,TOTAL_REVENUE_WT,200.001,0,257,0,0,0,197,0,0,0,,,,,,,0,,,,,,,,,,,,,
3725183412,TOTAL_VOICE_USAGE,8.6,15.6,12.46667,21.4,12.36667,8.68333,19.91667,10.3,14.9,11.4,,,,,,,0,,,,,,,,,,,,,
3725183412,WALLET_BALANCE,0,0,0,0,0.0024,0.0024,0.0024,0.0024,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034
1313036055,MBB_TOTAL_USAGE,1854.34913,1737.97413,1239.27813,528.53793,1.74431,,,,0,0,,,,,,,,,,,,,,,,,,,,
1313036055,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1313036055,REMAINING_DATA_BAL_MB,10202,9879,9879,8342,6935,6155,5904,5904,5904,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,,
1313036055,TOTAL_REVENUE_WT,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,
1313036055,TOTAL_VOICE_USAGE,23.51667,3,3.85,16.36667,0,,,,0,0,,,,,,,,,,,,,,,,,,,,
1313036055,WALLET_BALANCE,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,-39.995,,
3722852677,MBB_TOTAL_USAGE,375.0997,307.91366,364.802,506.53701,0.86996,3.89051,5.38452,0.49903,2.6645,578.7982,429.76785,664.49496,576.28439,902.26051,615.89617,519.25831,1064.51198,454.72146,513.80238,124.42895,904.30842,379.72943,690.55326,426.07991,445.3852,564.81055,1342.52672,159.46133,949.10122,2445.90122
3722852677,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722852677,REMAINING_DATA_BAL_MB,76,0,0,1056,856,506,2,0,0,0,0,2857,2857,2844,2658,2311,2311,2202,1946,1632,1417,1329,1329,1316,1289,1243,1053,1042,1031,981
3722852677,TOTAL_REVENUE_WT,357,0,0,0,0,0,0,0,0,684,0,0,18.397,25.9165,21.14,32.2072,264.0208,0,0,0,0,0,198,0,0,0,0,0,0,159
3722852677,TOTAL_VOICE_USAGE,57.51667,46.73333,32.28333,28.48333,28.36667,13.08333,4.73333,1.7,20.76667,9.4,0.95,0.41667,18.55,9.16667,7.48333,11.38333,24.38333,128.4,8.38333,56.46667,10.96667,19.93333,7.35,23.11667,19.9,16.11667,23.78333,13.48333,3.06667,9.86667
3722852677,WALLET_BALANCE,15.6854,15.6854,15.6859,15.6859,15.6859,15.6859,15.6859,15.6859,15.6859,15.6859,15.6859,15.6935,15.6935,15.6935,47.2965,69.38,48.24,16.0328,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.013,0.013,0.013,0.013,0.013,0.013
1581770076,MBB_TOTAL_USAGE,1890.3914,920.8679,1006.43549,1242.15807,326.23954,,,,,599.53298,2286.03065,356.67186,,,,,,,,,,,114.81205,0,,,,,,
1581770076,PAYG_MB_RATIO,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581770076,REMAINING_DATA_BAL_MB,12899,11596,11596,13183,12699,,,,,9772,7770,7510,7510,10696,9523,9523,9523,9523,9523,9523,3722,3722,3722,3722,3722,3707,3707,3707,3707,3707
1581770076,TOTAL_REVENUE_WT,547,0,0,0.2841,0,,,,,0,184.92,0,,,,,,,,,,,0,674.016,,,,,,
1581770076,TOTAL_VOICE_USAGE,15.15,48.96667,32.91667,11.53333,5.56667,,,,,24.45,0,0.48333,,,,,,,,,,,3.65,0,,,,,,
1581770076,WALLET_BALANCE,178.663,178.663,178.6674,178.6674,178.6674,,,,,21.6466,0.0341,0.0341,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,11.1141,1511.1141,837.0981,837.0981,837.0981,837.0981,837.0981
431759299,MBB_TOTAL_USAGE,502.81554,662.18021,733.32422,515.47044,1512.17877,1005.9051,1054.70224,753.6434,1092.8323,695.62326,205.77614,484.17661,57.45638,1050.95475,724.81171,855.34618,473.65695,788.94537,1101.36569,460.98436,404.42555,1517.76724,656.05079,805.25781,1252.8536,457.60631,649.48738,715.28483,1019.04505,387.99029
431759299,PAYG_MB_RATIO,3.51425375,127.764451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
431759299,REMAINING_DATA_BAL_MB,5120,5120,5120,5120,5120,5120,5120,5120,5120,5115,5059,4983,4983,4983,4981,4975,4975,4413,4404,4389,4018,3926,3926,3796,2762,7852,5070,5041,5031,5022
431759299,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.3522,0,0,0,0,0,0,0
431759299,TOTAL_VOICE_USAGE,26.38333,91.08333,27.13333,211.21667,46.28333,13.08333,38.16667,68.58333,26.36667,11.73333,32.88333,47.35,7.45,14.5,2.38333,7.86667,13.38333,50.5,13.25,67.3,16.28333,41.5,8.56667,46.4,24.66667,41.95,20.46667,60.5,81.31667,92.83333
431759299,WALLET_BALANCE,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,3.353,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
1226257497,MBB_TOTAL_USAGE,7.35398,5.18046,0,1.01586,6.78378,0.75662,0,0,0,0.8763,5.04415,9.88665,0.42178,0.01434,3.04911,198.89843,866.17334,140.93886,271.62247,75.54207,5.52073,0.29193,10.37725,7.29213,0.02565,0,0.0181,3.88258,4.9174,8.38748
1226257497,PAYG_MB_RATIO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226257497,REMAINING_DATA_BAL_MB,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,481,350,15,15,15,15,15,15,15,15,15
1226257497,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226257497,TOTAL_VOICE_USAGE,5.26667,15.83333,9.93333,1.45,14.31667,0.7,24.06667,6.63333,1.18333,2.53333,0.28333,15.43333,0,19.1,4.31667,1.65,2.33333,14.78333,0.3,7.3,14.2,0.18333,7.43333,13.4,0,16.63333,0,5.18333,0,6.55
1226257497,WALLET_BALANCE,0.0046,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
3449852679,MBB_TOTAL_USAGE,846.55464,1300.31475,2082.82917,2283.09315,1336.08237,1971.48296,1020.1333,953.22059,1851.52494,1195.56798,1461.22952,3153.92203,3619.81476,598.16541,667.17113,991.8465,1120.49859,1183.48149,1420.52244,547.32327,785.18254,,,,,,,,,
3449852679,PAYG_MB_RATIO,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,
3449852679,REMAINING_DATA_BAL_MB,12842,12706,12706,15144,14809,14248,13568,13390,13390,13376,12848,12507,12507,12492,11952,11894,11894,11748,11640,11526,11098,,,,,,,,,
3449852679,TOTAL_REVENUE_WT,1299.8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3449852679,TOTAL_VOICE_USAGE,9.78333,28.58333,8.31667,6.03333,19.98333,9.95,32.61667,5.83333,38.15,11,18.95,11.83333,0.98333,14.66667,5.66667,1.91667,14.03333,2.73333,9.9,58.45,48.15,,,,,,,,,
3449852679,WALLET_BALANCE,0.0054,0.0054,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,49.1612,,,,,,,,,
3614895868,MBB_TOTAL_USAGE,758.88917,465.17101,606.45254,921.08667,954.71723,970.46401,995.15385,1708.03275,1099.6614,1305.1728,1095.6017,875.60712,997.94469,2005.15993,1902.0375,753.14834,1548.0921,1556.23482,5.66426,0.02354,0,0,41.26599,1429.43607,607.6491,0,82.01508,860.5481,5.27966,1741.35004
3614895868,PAYG_MB_RATIO,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
3614895868,REMAINING_DATA_BAL_MB,81,59,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,502,497,472,450,449,449,449,449,447,432,426,426,425
3614895868,TOTAL_REVENUE_WT,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0036
3614895868,TOTAL_VOICE_USAGE,8.3,39.31667,14.83333,3.48333,23.6,15.23333,9.78333,23.83333,9.81667,15.15,8.48333,41.03333,3.53333,5.4,1.93333,6.38333,7.48333,12.2,3.28333,11.11667,5.85,15.58333,26.35,33.18333,15.23333,15.65,17.88333,8.16667,24.75,23.1
3614895868,WALLET_BALANCE,0.0055,0.0055,0.0055,0.0055,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068
666044786,MBB_TOTAL_USAGE,,,,,,,401.81121,620.23648,1362.81944,1599.89367,589.37598,1777.03977,381.04232,132.97698,557.1361,75.53287,455.32846,313.14931,720.82584,1688.06745,219.97987,368.60722,198.43622,408.25376,416.61909,556.77826,453.49676,181.76567,779.87151,256.14887
666044786,PAYG_MB_RATIO,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666044786,REMAINING_DATA_BAL_MB,,,,,,,3303,18628,18628,18542,17345,16113,16113,15930,14382,14273,14273,14012,13948,13902,13812,12632,12632,12505,12363,12345,12206,12002,11902,11842
666044786,TOTAL_REVENUE_WT,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666044786,TOTAL_VOICE_USAGE,,,,,,,10.86667,27.41667,47.38333,34.88333,43.66667,21.45,22.05,47.78333,30.95,39.13333,20.3,14.56667,14.03333,22.15,30.85,13.86667,18.51667,41.95,33.26667,17.68333,18.98333,63.26667,18.26667,38.1
666044786,WALLET_BALANCE,,,,,,,0.0077,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124,0.0124
1188531973,MBB_TOTAL_USAGE,362.09917,471.1091,671.20894,467.67087,735.41383,486.98486,2.15952,,,,,,,,,,,,,,,,,,,,,,,
1188531973,PAYG_MB_RATIO,15.72141756,17.48700541,18.95554143,24.54309242,33.05929488,42.54635781,58.0239055,79.13229471,3.775566226,0.64844801,23.61954194,23.47986866,22.6717955,15.83461183,12.14850092,7.464100114,6.003794059,4.619189018,2.37737892,3.694326985,0,0,0,0,0,0,0,0,0,
1188531973,REMAINING_DATA_BAL_MB,420,67,67,1,1,0,552,247,247,247,247,247,247,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1188531973,TOTAL_REVENUE_WT,0,0,0,0.0036,256.0036,0,0,,,,,,,,,,,,,,,,,,,,,,,
1188531973,TOTAL_VOICE_USAGE,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1188531973,WALLET_BALANCE,-29.9895,-29.9895,-29.9895,-29.9895,-29.9895,-29.9931,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,-29.9938,
320557789,MBB_TOTAL_USAGE,2315.00901,1223.94854,1373.80569,1183.26738,2789.84671,1876.97679,3447.52615,1421.01262,952.27246,2120.31987,1267.46454,2973.28133,1876.427,1777.20823,2057.49798,2386.07801,2255.12007,2347.80952,2971.12897,1844.18722,1618.77859,965.32937,1708.2174,2465.11077,1253.94387,2430.42427,1387.47381,2043.47118,1531.14682,2213.62904
320557789,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320557789,REMAINING_DATA_BAL_MB,1066,952,952,15399,14739,14198,12737,12157,12157,10839,10095,9613,9613,9204,8502,7575,7575,6840,6304,5945,5253,4234,4234,4020,3820,3695,2859,2744,2092,1751
320557789,TOTAL_REVENUE_WT,1708.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320557789,TOTAL_VOICE_USAGE,0.06667,0,0.35,0.9,0,0,0,0,0,0,1.16667,0,0,0,0.18333,0,0,0,0.75,0,0,0,0,2.18333,0,0,0,0.55,0.38333,0
320557789,WALLET_BALANCE,109.1676,109.1676,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263
194148974,MBB_TOTAL_USAGE,,,145.95474,508.60241,25.18336,129.8201,154.64195,209.87592,382.68692,51.00604,15.80714,116.96536,8.91009,9.33963,11.01836,11.13717,88.12663,68.64848,39.02741,21.15556,164.68657,239.2106,219.95027,325.71356,114.56187,100.4901,332.00538,100.90174,64.29855,122.03558
194148974,PAYG_MB_RATIO,,,-0.999605961,-0.999581702,-0.999394538,-0.999484115,-0.999380051,-0.999261606,-0.999136627,3.595353384,0,0,0,0,0,0,0,0,0,4.753918812,5.394734041,4.814464963,4.434790909,3.797039106,-0.192125778,-1,-1,-1,-1,-1
194148974,REMAINING_DATA_BAL_MB,,,1335,1296,1231,1086,2024,1897,1897,1743,1156,1106,1106,1092,976,959,959,952,695,608,542,1958,1958,1796,1562,1345,2495,1904,1807,1477
194148974,TOTAL_REVENUE_WT,,,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3145,119,0,0,0,119.5301,0,0,0,0,0,0
194148974,TOTAL_VOICE_USAGE,,,1.13333,6.96667,2.2,1.61667,0,4.93333,0.46667,0,4.95,0,0,0.85,8.66667,1.18333,1.28333,1.8,0.71667,0,1.63333,5.05,0,2.2,0.11667,7.48333,4.53333,25.26667,13.1,26.53333
194148974,WALLET_BALANCE,,,1.3154,1.3159,1.3159,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,1.3179,0.0034,0.0054,0.0054,0.0054,0.0054,49.4773,49.4773,49.4773,49.4773,49.4773
503934563,MBB_TOTAL_USAGE,560.98316,46.03953,8.54317,6.21779,9.1742,5.49202,7.84133,5.66533,59.79326,128.95696,63.39676,1.90816,19.81035,4.33687,8.97183,277.42446,16.44286,2.84019,8.04324,4.97645,15.66033,7.54617,9.37071,0.26489,6.05943,6.68021,0.01385,0.17959,,
503934563,PAYG_MB_RATIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
503934563,REMAINING_DATA_BAL_MB,5760,5759,5759,5619,5617,5617,5523,5523,5523,3525,3468,1816,1816,1763,1763,1743,1743,1743,1468,1452,1452,0,0,0,0,0,0,0,,
503934563,TOTAL_REVENUE_WT,0,0,0,0,0,0,0,0,0,0,204.3909,0,0,0,0,0,0,0,0.5838,0.0574,4.9569,0,0,0,0,0,0,0,,
503934563,TOTAL_VOICE_USAGE,4.15,12.43333,19.45,18.41667,13.06667,6.21667,9.53333,13.06667,9.33333,6.2,6.8,3.55,7.71667,7.11667,8.86667,2.01667,2.83333,1.35,15.21667,3.93333,8.98333,9.45,41.15,7.43333,11.36667,11.08333,0.95,5.31667,,
503934563,WALLET_BALANCE,5.621,-2.9002,-11.4214,-19.9426,-19.9426,-19.9426,-19.9426,-19.9426,-19.9426,-19.9426,-19.9426,-19.9426,2.641,-5.8802,-14.4014,-14.4014,-14.4014,-14.4014,-14.4014,-14.4014,-14.9852,-15.0426,-19.9995,-19.9995,-19.9995,-19.9995,-19.9995,-19.9995,,
816808793,MBB_TOTAL_USAGE,817.34486,240.45039,1389.85256,717.63193,177.76827,,515.32995,1015.88902,787.47752,1340.73059,615.49146,852.95092,809.35228,494.83366,784.12908,1352.08805,1543.13839,753.12117,680.76628,308.99417,113.39856,987.90032,1679.60343,876.32207,,,,,716.58772,335.93063
816808793,PAYG_MB_RATIO,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.0547625,0,0,0,,,,,0,0
